pmid,qid,question,chunk_ids,sections,scores,embedding_model
41029850,16,Which drugs were received by individuals in the study before sample sequencing?,28|5|27|24|25,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Genotypic resistance testing and sequence interpretation and analysis|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion,0.5241|0.4573|0.4552|0.4460|0.4302,text-embedding-3-small
41029850,2,Does the paper report in vitro drug susceptibility data?,25|27|10|18|15,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Results > HIV genotypic and resistance profiles|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion,0.4871|0.4525|0.4472|0.4450|0.4434,text-embedding-3-small
41029850,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|28|18|10|27,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Genotypic resistance testing and sequence interpretation and analysis|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Results > HIV genotypic and resistance profiles|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information,0.5240|0.5237|0.5081|0.4904|0.4579,text-embedding-3-small
41029850,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|28|18|10|27,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Genotypic resistance testing and sequence interpretation and analysis|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Results > HIV genotypic and resistance profiles|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information,0.5240|0.5237|0.5081|0.4904|0.4579,text-embedding-3-small
41029850,5,From which countries were the sequenced samples obtained?,28|5|25|24|27,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Genotypic resistance testing and sequence interpretation and analysis|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information,0.5799|0.4436|0.3418|0.3373|0.3326,text-embedding-3-small
41029850,6,From which countries were the sequenced samples obtained?,28|5|25|24|27,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Genotypic resistance testing and sequence interpretation and analysis|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information,0.5799|0.4436|0.3418|0.3373|0.3326,text-embedding-3-small
41029850,7,From what years were the sequenced samples obtained?,28|5|18|3|25,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Genotypic resistance testing and sequence interpretation and analysis|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Study design and study population|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion,0.5139|0.4324|0.3353|0.3186|0.3179,text-embedding-3-small
41029850,8,Were samples cloned prior to sequencing?,28|5|25|3|18,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Genotypic resistance testing and sequence interpretation and analysis|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Study design and study population|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion,0.4538|0.4315|0.3339|0.2955|0.2835,text-embedding-3-small
41029850,9,Which HIV genes were reported to have been sequenced?,5|28|18|10|27,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Genotypic resistance testing and sequence interpretation and analysis|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Results > HIV genotypic and resistance profiles|Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information,0.5624|0.4917|0.4899|0.4779|0.4606,text-embedding-3-small
41056006,1,Does the paper report HIV sequences from patient samples?,5|6|14|21|2,METHODS > Procedures > Endpoints and Assessments|METHODS > Procedures > Statistical Analysis|RESULTS > Safety > Resistance|DISCUSSION > Data availability statement|Abstract,0.4580|0.4206|0.4105|0.3918|0.3841,text-embedding-3-small
41056006,10,What method was used for sequencing?,5|4|6|21|2,METHODS > Procedures > Endpoints and Assessments|METHODS > Procedures|METHODS > Procedures > Statistical Analysis|DISCUSSION > Data availability statement|Abstract,0.2801|0.2466|0.2437|0.2430|0.2421,text-embedding-3-small
41056006,11,What type of samples were sequenced?,5|21|6|2|14,METHODS > Procedures > Endpoints and Assessments|DISCUSSION > Data availability statement|METHODS > Procedures > Statistical Analysis|Abstract|RESULTS > Safety > Resistance,0.3191|0.2861|0.2851|0.2687|0.2615,text-embedding-3-small
41056006,12,How many individuals had samples obtained for HIV sequencing?,5|6|2|14|7,METHODS > Procedures > Endpoints and Assessments|METHODS > Procedures > Statistical Analysis|Abstract|RESULTS > Safety > Resistance|RESULTS > Study Participants,0.5375|0.5005|0.4694|0.4672|0.4559,text-embedding-3-small
41056006,13,Were the patients in the study in a clinical trial?,7|11|26|25|13,RESULTS > Study Participants|RESULTS > Safety|DISCUSSION > Data availability statement|DISCUSSION > Data availability statement|RESULTS > Safety,0.4775|0.4756|0.4722|0.4623|0.4592,text-embedding-3-small
41056006,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,14|5|6|15|17,RESULTS > Safety > Resistance|METHODS > Procedures > Endpoints and Assessments|METHODS > Procedures > Statistical Analysis|DISCUSSION|DISCUSSION,0.5088|0.4940|0.4742|0.4726|0.4696,text-embedding-3-small
41056006,15,Which drug classes were received by individuals in the study before sample sequencing?,5|7|6|2|4,METHODS > Procedures > Endpoints and Assessments|RESULTS > Study Participants|METHODS > Procedures > Statistical Analysis|Abstract|METHODS > Procedures,0.4481|0.4407|0.4367|0.4272|0.4227,text-embedding-3-small
41056006,16,Which drugs were received by individuals in the study before sample sequencing?,5|7|6|2|21,METHODS > Procedures > Endpoints and Assessments|RESULTS > Study Participants|METHODS > Procedures > Statistical Analysis|Abstract|DISCUSSION > Data availability statement,0.4549|0.4401|0.4382|0.4317|0.4297,text-embedding-3-small
41056006,2,Does the paper report in vitro drug susceptibility data?,5|6|2|14|21,METHODS > Procedures > Endpoints and Assessments|METHODS > Procedures > Statistical Analysis|Abstract|RESULTS > Safety > Resistance|DISCUSSION > Data availability statement,0.4362|0.4316|0.4106|0.4087|0.4030,text-embedding-3-small
41056006,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|14|2|6|21,METHODS > Procedures > Endpoints and Assessments|RESULTS > Safety > Resistance|Abstract|METHODS > Procedures > Statistical Analysis|DISCUSSION > Data availability statement,0.4694|0.4528|0.4417|0.4397|0.4312,text-embedding-3-small
41056006,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|14|2|6|21,METHODS > Procedures > Endpoints and Assessments|RESULTS > Safety > Resistance|Abstract|METHODS > Procedures > Statistical Analysis|DISCUSSION > Data availability statement,0.4694|0.4528|0.4417|0.4397|0.4312,text-embedding-3-small
41056006,5,From which countries were the sequenced samples obtained?,5|6|21|4|14,METHODS > Procedures > Endpoints and Assessments|METHODS > Procedures > Statistical Analysis|DISCUSSION > Data availability statement|METHODS > Procedures|RESULTS > Safety > Resistance,0.3329|0.3117|0.3087|0.2959|0.2939,text-embedding-3-small
41056006,6,From which countries were the sequenced samples obtained?,5|6|21|4|14,METHODS > Procedures > Endpoints and Assessments|METHODS > Procedures > Statistical Analysis|DISCUSSION > Data availability statement|METHODS > Procedures|RESULTS > Safety > Resistance,0.3329|0.3117|0.3087|0.2959|0.2939,text-embedding-3-small
41056006,7,From what years were the sequenced samples obtained?,5|6|21|7|14,METHODS > Procedures > Endpoints and Assessments|METHODS > Procedures > Statistical Analysis|DISCUSSION > Data availability statement|RESULTS > Study Participants|RESULTS > Safety > Resistance,0.3428|0.3392|0.2978|0.2945|0.2878,text-embedding-3-small
41056006,8,Were samples cloned prior to sequencing?,5|3|14|21|6,METHODS > Procedures > Endpoints and Assessments|METHODS > Study Design and Population|RESULTS > Safety > Resistance|DISCUSSION > Data availability statement|METHODS > Procedures > Statistical Analysis,0.3132|0.2537|0.2492|0.2455|0.2446,text-embedding-3-small
41056006,9,Which HIV genes were reported to have been sequenced?,5|14|2|6|21,METHODS > Procedures > Endpoints and Assessments|RESULTS > Safety > Resistance|Abstract|METHODS > Procedures > Statistical Analysis|DISCUSSION > Data availability statement,0.4753|0.4459|0.4387|0.4356|0.4337,text-embedding-3-small
41057785,1,Does the paper report HIV sequences from patient samples?,6|29|5|4|2,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract,0.4945|0.4591|0.4527|0.4503|0.4107,text-embedding-3-small
41057785,10,What method was used for sequencing?,19|4|6|13|2,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results > Prevalence of drug resistance mutations across ART regimen drug classes > Prevalence of specific mutations in four different ART classes|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract,0.2289|0.2201|0.2185|0.2009|0.1967,text-embedding-3-small
41057785,11,What type of samples were sequenced?,31|6|4|7|5,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Conclusion > Data availability|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population,0.2697|0.2656|0.2507|0.2498|0.2344,text-embedding-3-small
41057785,12,How many individuals had samples obtained for HIV sequencing?,5|6|4|11|2,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract,0.5050|0.4867|0.4717|0.4623|0.4476,text-embedding-3-small
41057785,13,Were the patients in the study in a clinical trial?,29|7|21|8|4,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design,0.4503|0.3972|0.3850|0.3811|0.3806,text-embedding-3-small
41057785,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,29|17|4|1|11,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results,0.5351|0.5190|0.5175|0.5165|0.5159,text-embedding-3-small
41057785,15,Which drug classes were received by individuals in the study before sample sequencing?,12|21|29|7|8,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results > Prevalence of drug resistance mutations across ART regimen drug classes|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis,0.4237|0.4045|0.4034|0.4007|0.3978,text-embedding-3-small
41057785,16,Which drugs were received by individuals in the study before sample sequencing?,4|11|8|3|7,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis,0.4049|0.3953|0.3901|0.3886|0.3878,text-embedding-3-small
41057785,2,Does the paper report in vitro drug susceptibility data?,29|30|24|2|1,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Conclusion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract,0.4671|0.4551|0.4448|0.4429|0.4379,text-embedding-3-small
41057785,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|4|6|24|21,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion,0.4287|0.4221|0.4217|0.4188|0.4142,text-embedding-3-small
41057785,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|4|6|24|21,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion,0.4287|0.4221|0.4217|0.4188|0.4142,text-embedding-3-small
41057785,5,From which countries were the sequenced samples obtained?,31|6|4|24|5,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Conclusion > Data availability|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population,0.3903|0.3317|0.2905|0.2681|0.2655,text-embedding-3-small
41057785,6,From which countries were the sequenced samples obtained?,31|6|4|24|5,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Conclusion > Data availability|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population,0.3903|0.3317|0.2905|0.2681|0.2655,text-embedding-3-small
41057785,7,From what years were the sequenced samples obtained?,31|6|4|11|2,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Conclusion > Data availability|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract,0.3550|0.3423|0.3154|0.2916|0.2856,text-embedding-3-small
41057785,8,Were samples cloned prior to sequencing?,29|6|19|31|12,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Conclusion > Data availability|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results > Prevalence of drug resistance mutations across ART regimen drug classes,0.2579|0.2537|0.2528|0.2525|0.2384,text-embedding-3-small
41057785,9,Which HIV genes were reported to have been sequenced?,10|5|24|23|4,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design,0.4358|0.4345|0.4342|0.4321|0.4305,text-embedding-3-small
41088231,1,Does the paper report HIV sequences from patient samples?,23|5|12|20|8,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > The source of the parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Drug resistance and genotypic co-receptor analysis",0.5859|0.5633|0.5617|0.5477|0.5320,text-embedding-3-small
41088231,10,What method was used for sequencing?,5|7|12|9|13,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > The source of the parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Common characteristics and phylogenetic analysis of the NFLG sequence|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > The source of the parental strains",0.4329|0.4267|0.3734|0.3688|0.3607,text-embedding-3-small
41088231,11,What type of samples were sequenced?,5|12|7|9|13,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > The source of the parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Common characteristics and phylogenetic analysis of the NFLG sequence|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > The source of the parental strains",0.4645|0.4427|0.4260|0.4100|0.4100,text-embedding-3-small
41088231,12,How many individuals had samples obtained for HIV sequencing?,5|12|2|23|1,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > The source of the parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract",0.5958|0.5757|0.5523|0.5471|0.5453,text-embedding-3-small
41088231,13,Were the patients in the study in a clinical trial?,3|25|17|18|20,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Ethical issues|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Conclusions > Data availability|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",0.5118|0.3991|0.3398|0.3258|0.3179,text-embedding-3-small
41088231,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,23|19|20|21|2,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract",0.5799|0.5633|0.5625|0.5353|0.5292,text-embedding-3-small
