pmid,qid,question,chunk_ids,sections,scores
37938856,10,What method was used for sequencing?,8|21|5|18|3,Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 5. CONCLUSIONS|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > Abstract > Results,3.5101|3.0821|3.0700|2.6183|1.0259
37938856,11,What type of samples were sequenced?,13|21|18|11|14,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 5. CONCLUSIONS|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.1. Enrolment characteristics|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing",4.3762|2.8087|2.0194|1.2545|1.1484
37938856,12,How many individuals had samples obtained for HIV sequencing?,4|7|13|1|5,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > Abstract > Conclusions|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.3. Study eligibility|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > Abstract > Introduction|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures",5.2264|5.1824|4.4443|4.2494|4.0505
37938856,13,Were the patients in the study in a clinical trial?,18|20|6|19|8,Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION > 4.1. Limitations|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.2. Study setting and population|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables,9.5700|5.5609|5.4543|3.5794|3.5528
37938856,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,19|18|7|11|3,Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.3. Study eligibility|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.1. Enrolment characteristics|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > Abstract > Results,5.5059|4.8399|4.7970|3.5854|3.4618
37938856,15,Which drug classes were received by individuals in the study before sample sequencing?,14|19|18|5|8,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables",6.6370|4.4951|4.4523|4.3982|4.3501
37938856,16,Which drugs were received by individuals in the study before sample sequencing?,14|18|5|7|11,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.3. Study eligibility|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.1. Enrolment characteristics",6.6370|4.4523|4.3982|4.1467|3.6619
37938856,2,Does the paper report in vitro drug susceptibility data?,19|8|23|1|22,Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > DATA AVAILABILITY STATEMENT|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > Abstract > Introduction|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > FUNDING,3.8850|3.3722|3.1749|3.0438|2.7324
37938856,3,What were the GenBank accession numbers for sequenced HIV isolates?,18|6|21|7|8,Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.2. Study setting and population|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 5. CONCLUSIONS|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.3. Study eligibility|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables,3.4952|3.1120|2.6877|2.6712|2.4830
37938856,4,What were the GenBank accession numbers for sequenced HIV isolates?,18|6|21|7|8,Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.2. Study setting and population|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 5. CONCLUSIONS|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.3. Study eligibility|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables,3.4952|3.1120|2.6877|2.6712|2.4830
37938856,5,From which countries were the sequenced samples obtained?,13|14|17|12|5,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.2. Primary outcome of VS proportions|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures",6.4893|2.7418|2.4238|2.1080|2.0769
37938856,6,From which countries were the sequenced samples obtained?,13|14|17|12|5,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.2. Primary outcome of VS proportions|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures",6.4893|2.7418|2.4238|2.1080|2.0769
37938856,7,From what years were the sequenced samples obtained?,13|18|11|7|21,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.1. Enrolment characteristics|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.3. Study eligibility|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 5. CONCLUSIONS",5.2033|3.5917|3.3380|3.1294|2.6877
37938856,8,Were samples cloned prior to sequencing?,13|11|5|10|19,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.1. Enrolment characteristics|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.5. Statistical analysis|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION",4.4488|2.8375|2.6559|2.2296|2.2141
37938856,9,Which HIV genes were reported to have been sequenced?,19|4|8|17|11,Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > Abstract > Conclusions|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.1. Enrolment characteristics,3.8160|3.7145|3.6898|3.5636|3.2488
37941373,1,Does the paper report HIV sequences from patient samples?,5|3|4|6|9,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs",6.7762|6.1415|4.0291|3.3659|2.7556
37941373,10,What method was used for sequencing?,14|15|5|4|2,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Conclusion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Ethics statement",7.2853|4.1039|3.1394|3.1297|1.4802
37941373,11,What type of samples were sequenced?,3|10|6|4|1,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > ABSTRACT",3.3980|2.9710|2.8564|2.1001|1.9690
37941373,12,How many individuals had samples obtained for HIV sequencing?,14|3|13|1|5,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > ABSTRACT|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis",6.5488|5.4416|5.3303|3.3601|2.9611
37941373,13,Were the patients in the study in a clinical trial?,6|11|1|13|3,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > ABSTRACT|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population",6.2544|3.7192|3.5805|3.3692|3.2469
37941373,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,5|15|13|7|3,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Conclusion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population",6.7762|6.3934|5.2391|4.0251|3.1238
37941373,15,Which drug classes were received by individuals in the study before sample sequencing?,14|15|4|11|13,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Conclusion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion",8.4694|6.6964|4.2334|4.1112|3.9101
37941373,16,Which drugs were received by individuals in the study before sample sequencing?,14|15|2|13|4,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Conclusion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Ethics statement|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing",7.0939|4.8419|3.8009|3.4394|3.0590
37941373,2,Does the paper report in vitro drug susceptibility data?,1|13|15|17|4,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > ABSTRACT|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Conclusion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Data Availability statement|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing",3.3916|2.9338|2.8516|2.7370|2.7342
37941373,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|10|14|11|4,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing",3.7554|3.4387|2.7272|2.6693|1.7472
37941373,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|10|14|11|4,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing",3.7554|3.4387|2.7272|2.6693|1.7472
37941373,5,From which countries were the sequenced samples obtained?,3|1|6|10|9,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > ABSTRACT|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs",6.8965|4.4912|4.0692|2.8584|2.2510
37941373,6,From which countries were the sequenced samples obtained?,3|1|6|10|9,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > ABSTRACT|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs",6.8965|4.4912|4.0692|2.8584|2.2510
37941373,7,From what years were the sequenced samples obtained?,6|3|1|10|4,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > ABSTRACT|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing",8.8625|6.8965|4.4912|2.8584|1.9967
37941373,8,Were samples cloned prior to sequencing?,3|14|6|13|4,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing",4.2285|4.0195|3.3853|3.0485|2.6559
