pmid,qid,question,chunk_ids,sections,scores,embedding_model
37938856,6,From which countries were the sequenced samples obtained?,22|5|14|23|8,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > FUNDING|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > DATA AVAILABILITY STATEMENT|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables",0.3897|0.3138|0.3099|0.3037|0.3016,text-embedding-3-small
37938856,7,From what years were the sequenced samples obtained?,22|5|8|14|13,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > FUNDING|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations",0.3290|0.3083|0.2951|0.2860|0.2846,text-embedding-3-small
37938856,8,Were samples cloned prior to sequencing?,13|8|22|15|3,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > FUNDING|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.5. Secondary outcome of sustained VS|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > Abstract > Results",0.3305|0.3032|0.2921|0.2850|0.2813,text-embedding-3-small
37938856,9,Which HIV genes were reported to have been sequenced?,6|7|8|5|17,Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.2. Study setting and population|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.3. Study eligibility|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures|Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION,0.3930|0.3874|0.3820|0.3743|0.3661,text-embedding-3-small
37941373,1,Does the paper report HIV sequences from patient samples?,5|4|14|6|3,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population",0.5865|0.5820|0.5206|0.5201|0.5180,text-embedding-3-small
37941373,10,What method was used for sequencing?,4|14|5|3|6,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients",0.4164|0.4013|0.4002|0.2901|0.2859,text-embedding-3-small
37941373,11,What type of samples were sequenced?,4|5|14|6|3,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population",0.4594|0.4415|0.3965|0.3798|0.3464,text-embedding-3-small
37941373,12,How many individuals had samples obtained for HIV sequencing?,4|5|6|3|14,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion",0.6249|0.6096|0.6018|0.5619|0.5436,text-embedding-3-small
37941373,13,Were the patients in the study in a clinical trial?,2|6|3|9|14,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Ethics statement|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion",0.4665|0.4388|0.4144|0.3762|0.3753,text-embedding-3-small
37941373,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,6|4|5|14|3,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population",0.5505|0.5342|0.5235|0.5199|0.5158,text-embedding-3-small
37941373,15,Which drug classes were received by individuals in the study before sample sequencing?,14|6|4|5|9,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs",0.5299|0.4754|0.4719|0.4422|0.4384,text-embedding-3-small
37941373,16,Which drugs were received by individuals in the study before sample sequencing?,14|6|4|3|5,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis",0.5012|0.4911|0.4908|0.4293|0.4285,text-embedding-3-small
37941373,2,Does the paper report in vitro drug susceptibility data?,14|4|10|9|13,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion",0.5423|0.4732|0.4661|0.4569|0.4526,text-embedding-3-small
37941373,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|4|6|10|14,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion",0.6174|0.5851|0.5270|0.4895|0.4644,text-embedding-3-small
37941373,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|4|6|10|14,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion",0.6174|0.5851|0.5270|0.4895|0.4644,text-embedding-3-small
37941373,5,From which countries were the sequenced samples obtained?,5|4|6|14|3,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population",0.4817|0.4785|0.4273|0.4057|0.3825,text-embedding-3-small
37941373,6,From which countries were the sequenced samples obtained?,5|4|6|14|3,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population",0.4817|0.4785|0.4273|0.4057|0.3825,text-embedding-3-small
37941373,7,From what years were the sequenced samples obtained?,4|5|6|14|3,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population",0.4507|0.4369|0.3903|0.3669|0.3535,text-embedding-3-small
37941373,8,Were samples cloned prior to sequencing?,4|5|14|6|3,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Study population",0.4253|0.4074|0.3948|0.3650|0.3530,text-embedding-3-small
37941373,9,Which HIV genes were reported to have been sequenced?,5|4|6|14|10,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion|Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs",0.6271|0.5912|0.5266|0.5130|0.4794,text-embedding-3-small
37946329,1,Does the paper report HIV sequences from patient samples?,4|5|2|3|1,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.5144|0.5128|0.5083|0.5003|0.4936,text-embedding-3-small
37946329,10,What method was used for sequencing?,5|3|9|6|7,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.3517|0.3017|0.2815|0.2434|0.2324,text-embedding-3-small
37946329,11,What type of samples were sequenced?,5|3|9|4|1,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.4216|0.3378|0.3280|0.2992|0.2783,text-embedding-3-small
37946329,12,How many individuals had samples obtained for HIV sequencing?,4|3|5|9|2,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.5869|0.5527|0.5500|0.5111|0.4764,text-embedding-3-small
37946329,13,Were the patients in the study in a clinical trial?,4|3|10|6|9,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.4296|0.4022|0.3993|0.3795|0.3780,text-embedding-3-small
37946329,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,2|3|1|7|9,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.5573|0.5530|0.5435|0.5353|0.5346,text-embedding-3-small
37946329,15,Which drug classes were received by individuals in the study before sample sequencing?,6|5|3|9|7,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.5101|0.4798|0.4720|0.4716|0.4140,text-embedding-3-small
37946329,16,Which drugs were received by individuals in the study before sample sequencing?,3|6|9|5|2,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.4815|0.4730|0.4645|0.4522|0.4178,text-embedding-3-small
37946329,2,Does the paper report in vitro drug susceptibility data?,6|7|3|2|9,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.4912|0.4892|0.4808|0.4779|0.4714,text-embedding-3-small
37946329,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|3|9|4|7,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.5426|0.5318|0.5158|0.5063|0.4826,text-embedding-3-small
37946329,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|3|9|4|7,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.5426|0.5318|0.5158|0.5063|0.4826,text-embedding-3-small
37946329,5,From which countries were the sequenced samples obtained?,5|9|3|4|2,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.4579|0.3976|0.3734|0.3428|0.3212,text-embedding-3-small
37946329,6,From which countries were the sequenced samples obtained?,5|9|3|4|2,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.4579|0.3976|0.3734|0.3428|0.3212,text-embedding-3-small
37946329,7,From what years were the sequenced samples obtained?,5|3|9|4|7,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.3983|0.3653|0.3546|0.3331|0.3245,text-embedding-3-small
37946329,8,Were samples cloned prior to sequencing?,5|9|3|1|2,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.4080|0.3356|0.3146|0.3045|0.3027,text-embedding-3-small
37946329,9,Which HIV genes were reported to have been sequenced?,5|3|9|4|2,"Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China|Drug resistance mutations among people living with HIV with treatment failure in Henan Province, China",0.5416|0.5102|0.5071|0.4683|0.4639,text-embedding-3-small
37957382,1,Does the paper report HIV sequences from patient samples?,8|40|6|39|43,"Viral and host mediators of non-suppressible HIV-1 viremia > Plasma NSV were composed of large clones without evolution|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Plasma HIV-1 RNA sequencing|Viral and host mediators of non-suppressible HIV-1 viremia > Plasma NSV were composed of large clones without evolution|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Near-full-length proviral sequencing, sequence alignments, quality control and neighbor joining analyses|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Integration site identification and epigenetics",0.5629|0.5547|0.5067|0.5044|0.5024,text-embedding-3-small
37957382,10,What method was used for sequencing?,40|42|39|43|38,"Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Plasma HIV-1 RNA sequencing|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Total RNA transcripts sequencing|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Near-full-length proviral sequencing, sequence alignments, quality control and neighbor joining analyses|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Integration site identification and epigenetics|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > DNA isolation and HIV reservoir quantification",0.4883|0.4868|0.4686|0.4506|0.4465,text-embedding-3-small
37957382,11,What type of samples were sequenced?,42|39|40|51|52,"Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Total RNA transcripts sequencing|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Near-full-length proviral sequencing, sequence alignments, quality control and neighbor joining analyses|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Plasma HIV-1 RNA sequencing|Viral and host mediators of non-suppressible HIV-1 viremia > Data availability|Viral and host mediators of non-suppressible HIV-1 viremia > Code availability",0.5183|0.4793|0.4721|0.4694|0.4614,text-embedding-3-small
37957382,12,How many individuals had samples obtained for HIV sequencing?,40|8|6|43|26,Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Plasma HIV-1 RNA sequencing|Viral and host mediators of non-suppressible HIV-1 viremia > Plasma NSV were composed of large clones without evolution|Viral and host mediators of non-suppressible HIV-1 viremia > Plasma NSV were composed of large clones without evolution|Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Integration site identification and epigenetics|Viral and host mediators of non-suppressible HIV-1 viremia > Absence of immune activation and evidence of HLA escape in NSV,0.6336|0.5780|0.5686|0.5636|0.5633,text-embedding-3-small
37957382,13,Were the patients in the study in a clinical trial?,36|8|51|7|5,Viral and host mediators of non-suppressible HIV-1 viremia > Methods > Participants|Viral and host mediators of non-suppressible HIV-1 viremia > Plasma NSV were composed of large clones without evolution|Viral and host mediators of non-suppressible HIV-1 viremia > Data availability|Viral and host mediators of non-suppressible HIV-1 viremia > Plasma NSV were composed of large clones without evolution|Viral and host mediators of non-suppressible HIV-1 viremia > Participant characteristics and assessment of ARV levels,0.4059|0.3752|0.3723|0.3701|0.3654,text-embedding-3-small
