PMID,QID,Type,Question,Human Answer,Model Answer,Outcome,GPT-4o FT Answer,GPT-4o FT Correct,Evidence,EvidenceLocation,Rationale,Model,failure_mode,annotation_error,notes
37554471,11,List,What type of samples were sequenced?,Not reported,Plasma,FP,No,1,"Despite stated compliance with his medications, his helper T cell count (CD4) was less than 10 cells/mm3 ... and his HIV viral load was more than 300,000 copies/ml.",main_text,"The specimen type is not explicitly stated, but the resistance testing was performed in the setting of ongoing virological failure with high-level viremia, which per the rules implies plasma samples.",Kimi K3 QSP,,,
37554471,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,FP,No,1,"We present a case of successful achievement of undetectable HIV RNA viral load levels in an acquired immunodeficiency syndrome (AIDS) patient with long-standing virologic failure within two months of CAB/RPV LA initiation. Despite stated compliance with his medications, his helper T cell count (CD4) was less than 10 cells/mm3, and his HIV viral load was more than 300,000 copies/ml.",main_text,"The patient had long-standing virological failure while prescribed ART (etravirine, dolutegravir, darunavir/ritonavir), and resistance testing was performed in this context.",Kimi K3 QSP,,,
37554471,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,FP,No,1,"The patient had been prescribed etravirine 200 mg, dolutegravir 50 mg, darunavir 600 mg and ritonavir 100 mg, all dosed twice daily by mouth ... The patient had not had an undetectable viral load since his initial HIV diagnosis in 1996.",main_text,"The patient was highly ART-experienced, with prior and current regimens including NNRTIs, PIs, and INSTIs, and archived NRTI/NNRTI resistance indicating earlier ARV exposure.",Kimi K3 QSP,,,
37554471,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, NNRTI, PI, INSTI",FP,"NRTI, NNRTI, PI, INSTI",0,"The patient had been prescribed etravirine 200 mg, dolutegravir 50 mg, darunavir 600 mg and ritonavir 100 mg ... He did harbour HIV drug resistance mutations on old resistance testing to tenofovir, lamivudine, emtricitabine, abacavir and efavirenz.",main_text,"The patient received a PI (darunavir/ritonavir), an INSTI (dolutegravir), and an NNRTI (etravirine), and archived resistance to NRTIs (tenofovir, lamivudine, emtricitabine, abacavir) and an NNRTI (efavirenz) indicates prior receipt of those classes as well.",Kimi K3 QSP,,,
37554471,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Etravirine (ETR), dolutegravir (DTG), darunavir (DRV), ritonavir (RTV); prior exposure to tenofovir (TDF), lamivudine (3TC), emtricitabine (FTC), abacavir (ABC), and efavirenz (EFV) implied by archived resistance; later cabotegravir (CAB), rilpivirine (RPV), and emtricitabine/tenofovir alafenamide (FTC/TAF)",FP,"Etravirine (ETR), Dolutegravir (DTG), Darunavir (DRV), Ritonavir (RTV), Tenofovir (TFV), Lamivudine (3TC), Emtricitabine (FTC), Abacavir (ABC), Efavirenz (EFV)",0,"The patient had been prescribed etravirine 200 mg, dolutegravir 50 mg, darunavir 600 mg and ritonavir 100 mg, all dosed twice daily by mouth ... He did harbour HIV drug resistance mutations on old resistance testing to tenofovir, lamivudine, emtricitabine, abacavir and efavirenz.",main_text,"The explicitly stated current regimen was etravirine, dolutegravir, darunavir, and ritonavir; archived resistance mutations indicate prior exposure to tenofovir, lamivudine, emtricitabine, abacavir, and efavirenz. The patient subsequently also received cabotegravir, rilpivirine, and emtricitabine/tenofovir alafenamide.",Kimi K3 QSP,,,
37554471,6,List,From which countries were the sequenced samples obtained?,Not reported,United States,FP,No,1,"Department of Internal Medicine, Hurley Medical Center, Michigan State University/College of Human Medicine, Flint, MI, USA ... presented to the Infectious Diseases clinic for a follow-up visit.",main_text,"The patient was followed at the Infectious Diseases clinic of Hurley Medical Center in Flint, Michigan, indicating samples were collected in the United States.",Kimi K3 QSP,,,
37573167,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,FP,No,1,"This retrospective study included 1126 HIV-1 drug-experienced virologically suppressed subjects... individuals were mainly under triple therapy (66.1%) based on PI, NNRTI or INSTI plus 2 NRTIs (Table 1). Around half of them (47.1%) achieved virological suppression under the last regimen and 44.3% had previously received a regimen containing an INSTI.",main_text,"All sequenced individuals were ART-experienced and had received NRTIs, NNRTIs, PIs, and/or INSTIs (median multiple prior regimens and up to ≥5 drug classes experienced), with only 47.1% having achieved suppression on their last regimen—indicating prior treatment failures; per the question's rules, sequences from patients who had received these drug classes qualify as 'Yes'.",Kimi K3 QSP,,,
37573167,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Enfuvirtide, maraviroc (all other treatments reported only by drug class)",FP,No,1,"Table 1 footnote: EI: entry inhibitors (enfuvirtide, maraviroc); ... PIb: ritonavir/cobicistat boosted protease inhibitors. Otherwise treatments are described only by class (e.g., 'PIb + 2 NRTI', 'NNRTI + 2 NRTI', 'INSTI 2nd gen. + 2 NRTI').",table,The only specific antiretroviral drugs named in the paper are the entry inhibitors enfuvirtide and maraviroc (ritonavir/cobicistat are mentioned only as boosters); all other treatments are reported at the drug-class level only.,Kimi K3 QSP,,,
37574435,16,List,Which drugs were received by individuals in the study before sample sequencing?,"DTG, BIC, FTC, TAF","Lamivudine/emtricitabine (3TC/FTC), abacavir (ABC), zidovudine (AZT), tenofovir disoproxil fumarate (TDF), tenofovir alafenamide (TAF), efavirenz (EFV), nevirapine (NVP), rilpivirine (RPV), ritonavir-boosted lopinavir (LPV/r), atazanavir (ATV, ATV/r), ritonavir-boosted darunavir (DRV/r), cobicistat-boosted darunavir (DRV/c), ritonavir (RTV), raltegravir (RAL), dolutegravir (DTG), cobicistat-boosted elvitegravir (EVG/c)",FN_wrong_value,"DTG, FTC, TAF, BIC, NRTI, NNRTI",1,"Table 2 'Previous ART history' lists, for the 32 PWH with archived RAMs: XTC, ABC, AZT, TAF, DRV/r, DTG, EVG/c; LPV/r; TDF, EFV, RPV; NVP, ATV, ATV/r, RAL; RTV; DRV/c. Abbreviations: 3TC, lamivudine; ABC, abacavir; ATV, atazanavir; AZT, zidovudine; DRV/c, cobicistat-boosted darunavir; DRV/r, ritonavir-boosted darunavir; DTG, dolutegravir; EFV, efavirenz; EVG/c, cobicistat-boosted elvitegravir; FTC, emtricitabine; LPV/r, ritonavir-boosted lopinavir; NVP, nevirapine; RAL, raltegravir; RPV, rilpivirine; RTV, ritonavir; TAF, tenofovir alafenamide; TDF, tenofovir disoproxil fumarate; XTC, lamivudine or emtricitabine.",table,"Table 2 enumerates the specific antiretroviral drugs each individual had received before the switch (prior to the archived genotypic resistance testing), spanning NRTIs, NNRTIs, PIs, and INSTIs.",Kimi K3 QSP,,,
37593123,1,Boolean,Does the paper report HIV sequences from patient samples?,Yes,No,FN_missed,Yes,1,"A total of 67,739 sequences were extracted from the HIV-1 pol gene region (HXB2 positions 2,253–3,312) of ART naïve HIV-infected individuals between the period of 2004 and 2022. These sequences were procured from both the National Center for AIDS/STD Control and Prevention, China CDC and the HIV sequence databases of the Los Alamos National Laboratory (https://www.hiv.lanl.gov/, retrieved December 30, 2022).",main_text,"The study did not perform any new sequencing of clinical samples; it compiled pre-existing HIV-1 pol sequences from the China CDC database and downloaded sequences from the Los Alamos (GenBank-derived) database. This is a secondary surveillance analysis/meta-analysis of previously generated sequences, and no laboratory sequencing procedures on patient specimens are described.",Kimi K3 QSP,,,
37593123,11,List,What type of samples were sequenced?,Plasma,Not applicable,FN_missed,No,0,"The paper does not describe specimen types; sequences were extracted from the National Center for AIDS/STD Control and Prevention, China CDC and the HIV sequence databases of the Los Alamos National Laboratory.",not_found,"Because the paper does not report newly generated HIV sequences from individuals with HIV, the specimen-type question is not applicable.",Kimi K3 QSP,,,
37593123,5,Number,How many individuals had samples obtained for HIV sequencing?,57902,0,FN_missed,57902,1,"A total of 57,902 HIV-1 pol gene region sequences that covered 31 PLADs made up the final dataset. These sequences were procured from both the National Center for AIDS/STD Control and Prevention, China CDC and the HIV sequence databases of the Los Alamos National Laboratory.",main_text,"Although 57,902 individuals' sequences were analyzed, the paper only compiled sequences from databases/previous studies and did not perform sequencing on samples from individuals itself; per the curation rules, such compilation studies are assigned 0.",Kimi K3 QSP,,,
37593123,6,List,From which countries were the sequenced samples obtained?,China,Not applicable,FN_missed,China,1,Sequences of the HIV-1 pol gene region were obtained from ART-naïve HIV-positive individuals across 31 provincial-level administrative divisions between 2004 and 2022 (study conducted in China).,main_text,"Because the paper does not report newly generated HIV sequences from individuals with HIV (it compiled existing database sequences), the country-of-sampling question is not applicable.",Kimi K3 QSP,,,
37593123,7,List,From what years were the sequenced samples obtained?,2004-2022,Not applicable,FN_missed,2004-2022,1,The collected data from 2004 to 2022 was stratified into five distinct sampling periods that aligned with the NFATP developmental stages in China.,main_text,"Because the paper does not report newly generated HIV sequences from individuals with HIV (sequences were compiled from databases), the sample-collection years question is not applicable.",Kimi K3 QSP,,,
37626789,5,Number,How many individuals had samples obtained for HIV sequencing?,551,110,FN_wrong_value,0,0,"Figure 1 shows that of 118 children with virologic failure (not suppressed ≥1000 copies/mL after second viral load), HIVDR testing was not done for 8 and 'HIVDR amplification successful (N=110)'.",figure,"HIVDR genotyping/sequencing was successfully performed for 110 children; assuming one sequence per individual, 110 individuals had samples sequenced.",Kimi K3 QSP,,,
37632026,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, D4T, XTC, TDF, ATV, LPV, DRV","Zidovudine (AZT), stavudine (D4T), tenofovir (TDF), lamivudine/emtricitabine (3TC/FTC), abacavir (ABC), didanosine (DDI), atazanavir (ATV/r), lopinavir (LPV/r), indinavir (IND/IDV), nelfinavir (NFV)",FN_wrong_value,"NRTI (Nucleoside Reverse Transcriptase Inhibitor), including Abacavir (ABC), Zidovudine (AZT), Lamivudine (3TC), Emtricitabine (FTC), Tenofovir (TFV); NNRTI (Non-Nucleosid Reverse Transcriptase Inhibitor), including Nevirapine (NVP), Efavirenz (EFV); PI (Protease Inhibitor), including Lopinavir (LPV), Atazanavir (ATV), Darunavir (DRV)",0,"Table 1: First-line NRTI exposure - ABC + XTC; AZT/D4T + XTC; TDF + XTC; AZT/D4T + XTC and subsequently TDF + XTC; Other (DDI + XTC). Second-Line PI/r exposure - ATV/r; LPV/r; ATV/r and subsequently LPV/r; Other (IND, NFV). Second-line NRTI exposure - AZT/D4T + XTC; TDF + XTC; Other (DDI + XTC). Abbreviations: ABC: abacavir; XTC: lamivudine or emtricitabine; D4T: stavudine; AZT: zidovudine; TDF: tenofovir; DDI: didanosine; ATV/r: atazanavir; LPV/r: lopinavir; IND: indinavir; NFV: nelfinavir.",table,"Table 1 enumerates the specific ARV drugs received prior to genotypic resistance testing: the NRTIs abacavir, zidovudine, stavudine, tenofovir, lamivudine/emtricitabine, and didanosine, and the PIs atazanavir, lopinavir, indinavir, and nelfinavir (with ritonavir boosting). The specific NNRTI backbone drugs for first-line regimens are not named individually.",Kimi K3 QSP,,,
37674678,3,Boolean,Were sequences from the paper made publicly available?,Yes,No,FN_missed,No,0,"The authors acknowledge that the data presented in this study must be deposited and made publicly available in an acceptable repository, prior to publication. Frontiers cannot accept a manuscript that does not adhere to our open data policies.",main_text,This is a generic Frontiers policy statement; the paper provides no GenBank/SRA accession numbers and does not state that sequences were actually submitted to a named public repository.,Kimi K3 QSP,,,
37701387,1,Boolean,Does the paper report HIV sequences from patient samples?,Yes,No,FN_missed,No,0,"The article is labeled 'REVIEWS' and summarizes previously reported studies: 'B/F/TAF has been tested in observational or uncontrolled pilot studies (OPERA, RAINBOW), while a large randomized controlled trial is currently ongoing (LAPTOP).' The only genotypic data mentioned ('no NRTI mutations, only 3 accessory INSTI mutations [E157Q, G163K, L74I]; no INSTI major mutations') are explicitly attributed to the Rainbow study, cited as 'modified from Camici M, et al. 24th International AIDS Conference - AIDS 2022; Abst.#EPB151'.",main_text,"This is a review article that summarizes data generated by other studies (conference abstracts and trials) rather than generating new HIV sequences from clinical samples. Per the rules, reviews using sequences/mutations reported in other studies answer 'No'.",Kimi K3 QSP,,,
37701387,13,Boolean,Were the patients in the study in a clinical trial?,Yes,No,FN_missed,Yes,1,"This is a review article that describes other studies, e.g., 'Rainbow was a pilot, single-center, single-arm, prospective, phase IV, clinical trial' and the ongoing LAPTOP randomized trial whose 'results were not yet available.' The review itself does not enroll or study patients.",main_text,The paper is a narrative review with no original patient enrollment; described trials are cited from other sources and contributed no sequence data to this paper.,Kimi K3 QSP,,,
37701387,6,List,From which countries were the sequenced samples obtained?,Italy,Not applicable,FN_missed,No,0,"No new sequences are reported in this review; the studies described (Rainbow in Italy, LAPTOP across Europe) are cited from other sources.",not_found,"Since the paper does not report HIV sequences from individuals with HIV, this question is not applicable.",Kimi K3 QSP,,,
37701387,7,List,From what years were the sequenced samples obtained?,2020-2021,Not applicable,FN_missed,No,0,"No new sequences are reported; the Rainbow study enrollment period (May 2020 to December 2021) refers to the cited study, not to sequencing performed for this paper.",not_found,"Since the paper does not report HIV sequences from individuals with HIV, this question is not applicable.",Kimi K3 QSP,,,
37755428,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,FP,Yes,0,"The mean age of the infants was 8.2 months [95% confidence interval (CI) 7.3-9.2], and the majority (62.7%, 95% CI 54.3-70.3%) had experienced exposure to antiretroviral drugs for PMTCT. This infant was first diagnosed with HIV at 14 months of age and had received ZDV-based PNP.",main_text,"Although the infants were ART-naive for treatment, the majority (62.7%) had received antiretroviral drugs as postnatal prophylaxis for PMTCT (e.g., zidovudine-based PNP in the index case), constituting a history of ARV drug exposure before sequencing.",Kimi K3 QSP,,,
37755428,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,NRTI,FP,"NRTI, INSTI",0,"This infant was first diagnosed with HIV at 14 months of age and had received ZDV-based PNP. It is, however, worth noting that, as the infant was not receiving a nonnucleoside reverse transcriptase inhibitor containing PNP, it is likely that the observed resistance may at least be attributed to infection with a resistant virus.",main_text,"The sequenced infants' direct ARV exposure was infant postnatal prophylaxis; the specifically named regimen was zidovudine (ZDV)-based PNP, and zidovudine is an NRTI. (The text implies some infants received NNRTI-containing PNP, but only the NRTI zidovudine is explicitly confirmed.)",Kimi K3 QSP,,,
37755428,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,Zidovudine (ZDV),FP,"Tenofovir (TFV), Lamivudine (3TC), Dolutegravir (DTG)",0,"This infant was first diagnosed with HIV at 14 months of age and had received ZDV-based PNP. The majority (62.7%, 95% CI 54.3-70.3%) had experienced exposure to antiretroviral drugs for PMTCT.",main_text,"The only specific ARV drug named as received by a sequenced individual (the index infant) prior to sampling is zidovudine (ZDV) given as postnatal prophylaxis; maternal tenofovir/lamivudine/dolutegravir was received by mothers, whose samples were not sequenced.",Kimi K3 QSP,,,
37775947,6,List,From which countries were the sequenced samples obtained?,"South America, Africa, USA, Asia, Australia, Europe","Not reported (multi-country study; only regions of enrollment given: Africa, Asia, Australia, Europe, South America, USA)",FN_missed,No,0,"Region of enrollment: Africa 139 (10.1%), Asia 85 (6.2%), Australia 45 (3.3%), Europe 596 (43.2%), South America 355 (25.7%), USA 160 (11.6%).",table,"START is an international trial, but this paper reports only regions of enrollment (Africa, Asia, Australia, Europe, South America, USA) and does not specify the individual countries where samples were collected.",Kimi K3 QSP,,,
37817087,11,List,What type of samples were sequenced?,"Serum, Plasma, DBS",Plasma,FN_wrong_value,Plasma; Serum; DBS,1,a nationwide network of approximately 70 laboratories ... submit plasma or serum to the RKI along with the report form for a case. Some laboratories send the sample material on a filter paper (Whatman 903) as dried serum or plasma spots.,main_text,"Viral RNA was isolated from plasma or serum (including dried serum/plasma spots on filter paper), i.e., blood plasma/serum-derived samples.",Kimi K3 QSP,,,
37823653,9,List,Which HIV genes were reported to have been sequenced?,"NFLG, Envelope",Env,FN_wrong_value,Near full length genome,0,"This is a retrospective cross-sectional study utilizing already generated 6,078 HIV-1C sequences covering the entire gp120... We used Gene cutter tool... to extract the gp120 fragment of the HIV envelope gene.",main_text,"The sequences analyzed cover gp120 of the HIV envelope gene, and coreceptor tropism (V3) prediction was also performed; gp120 is part of Env.",Kimi K3 QSP,,,
37872202,10,List,What method was used for sequencing?,Not reported,Sanger sequencing,FP,No,1,The presence of the desired mutations was determined by automated DNA sequencing.,main_text,"Automated (capillary/dideoxy) DNA sequencing corresponds to Sanger sequencing; it was used to confirm site-directed mutations in engineered Env plasmids, not for clinical sample genotyping.",Kimi K3 QSP,,,
37878637,3,Boolean,Were sequences from the paper made publicly available?,No,Yes,FP,No,1,"Table 8 lists the four unique recombinant forms with GenBank accession numbers: 'CME_125 (OR259825)', 'HDMB_015 (OR259967)', 'CNPS_029 (OR259851)', 'HDMF_009 (OR259781)', with the footnote 'Accession number in GenBank'.",table,"GenBank accession numbers are provided in Table 8 for the four newly identified URF sequences generated in this study, indicating deposition in a public repository.",Kimi K3 QSP,,,
37878637,4,List,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,"OR259781, OR259825, OR259851, OR259967",FP,No,1,Table 8: CME_125 (OR259825); HDMB_015 (OR259967); CNPS_029 (OR259851); HDMF_009 (OR259781). Footnote: 'Accession number in GenBank'.,table,Four accession numbers corresponding to the four potential URF sequences are explicitly reported in Table 8.,Kimi K3 QSP,,,
37880705,1,Boolean,Does the paper report HIV sequences from patient samples?,Yes,No,FN_missed,Yes,1,"HIV-1 pol sequences from studies conducted between 2003 and 2018 among ART-naïve Ethiopian individuals were retrieved from GenBank and analyzed for the presence of PDR mutations (PDRM)... Sequences of the included studies were downloaded from GenBank if they were publicly available and, if they were not found online, study authors were contacted for the respective sequences.",main_text,"This is a systematic review/pooled sequence analysis that re-analyzed HIV-1 pol sequences generated by previously published studies, retrieved from GenBank or study authors. The study did not itself generate new sequences from clinical samples; per the rules, reviews/meta-analyses using sequences reported in other studies are answered 'No'.",Kimi K3 QSP,,,
37880705,10,List,What method was used for sequencing?,Not reported,Sanger sequencing,FP,No,1,Articles excluded on the bases of the exclusion criteria (n = 13): ... Studies employed sequencing technologies other than sanger (n=3).,figure,"The PRISMA flow diagram (Figure 1) shows that studies using sequencing technologies other than Sanger were excluded, indicating that all sequences included in the pooled analysis were originally generated by Sanger sequencing.",Kimi K3 QSP,,,
37880705,5,Number,How many individuals had samples obtained for HIV sequencing?,1070,0,FN_missed,1070,1,We identified nine studies and analyzed 1070 retrieved HIV-1 pol sequences in this systematic review... Sequences of the included studies were downloaded from GenBank if they were publicly available.,main_text,"The paper only compiles sequences from databases/previous studies and does not itself report HIV sequencing from individuals. Per the rules, such review/meta-analysis papers are assigned 0.",Kimi K3 QSP,,,
37880705,6,List,From which countries were the sequenced samples obtained?,Ethiopia,Not applicable,FN_missed,Ethiopia,1,The study is a systematic review of sequences retrieved from GenBank and previously published studies; it does not report new HIV sequencing from individuals with HIV.,not_found,"Because the paper does not report HIV sequences generated from individuals with HIV (it re-analyzes existing sequences), the answer is 'Not applicable' per the rules.",Kimi K3 QSP,,,
37880705,7,List,From what years were the sequenced samples obtained?,2003-2018,Not applicable,FN_missed,2003-2018,1,The study is a systematic review of sequences retrieved from GenBank and previously published studies; it does not report new HIV sequencing from individuals with HIV.,not_found,"Because the paper does not report HIV sequences generated from individuals with HIV (it re-analyzes existing sequences), the answer is 'Not applicable' per the rules.",Kimi K3 QSP,,,
37914679,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,No,FN_missed,Yes,1,"HIV-1 ART-naïve patients attending the Second Hospital of Nanjing during January 1, 2018 to December 31, 2020 ... were enrolled in this study. They received ART and were followed up for 12 months.",main_text,"All sequenced samples were baseline (pre-treatment) plasma from ART-naïve patients; the failure group was defined retrospectively by post-treatment outcomes, but the sequencing itself was performed on samples obtained before ART initiation.",Kimi K3 QSP,,,
37938856,11,List,What type of samples were sequenced?,Not reported,Plasma,FP,No,1,HIV DRM testing was performed... for participants in the intervention group with VL ≥1000 copies/ml. The specimen type for DRM testing is not explicitly stated; samples were drawn at study visits (blood draws) from women with viraemia on ART.,main_text,"The exact specimen type is not stated, but sequencing was performed on samples obtained at virological failure (VL >1000 copies/ml) in women on ART, which per the rules are inferred to be plasma.",Kimi K3 QSP,,,
37957382,6,List,From which countries were the sequenced samples obtained?,Not reported,United States,FP,No,1,"A participant with non-suppressible viremia enrolled in the HIV Eradication and Latency (HEAL) cohort, a biorepository of Brigham and Women's Hospital, was included as a part of eight NSVs... The study was approved by the Mass General Brigham Institutional Review Board.",main_text,"Participants were enrolled through US institutions (Brigham and Women's Hospital/Harvard, Boston, MA; comparator cohorts from ACTG and the Ragon Institute), indicating samples were collected in the United States.",Kimi K3 QSP,,,
37957382,8,Boolean,Were samples cloned prior to sequencing?,Yes,Not applicable,FN_missed,No,0,"For each sequence, the GSS versus the participants' ART regimen was calculated using the Stanford HIV database drug resistance scoring system.",main_text,"Because the paper does not report in vitro drug susceptibility data (genotypic analysis only), this question is not applicable per the study rules.",Kimi K3 QSP,,,
37957382,9,List,Which HIV genes were reported to have been sequenced?,"Full genome, NFLG","Pol, PR, RT, IN, CA, Env",FN_wrong_value,Near full length genome,1,"Longitudinal single-genome sequencing of near-full-length proviruses and plasma HIV-1 pol-env RNA was performed... Primers were designed to amplify pol-env, a 6.7-kb region... Plasma HIV-1 RNA sequencing of the 5' leader/gag region of HIV-1 was performed to confirm the presence of these 5' defects within the plasma HIV-1 RNA sequences.",main_text,"Near-full-length proviral sequencing covers the genome including gag (CA) and pol (PR, RT, IN); plasma sequencing targeted pol-env and the 5' leader/gag; genotypic resistance was assessed for NRTI/NNRTI (RT), PI (PR), and INSTI (IN) (Fig. 1 resistance table columns: NRTI, NNRTI, IN, PI).",Kimi K3 QSP,,,
37973713,13,Boolean,Were the patients in the study in a clinical trial?,Yes,No,FN_missed,Yes,1,"We have conducted multi-center, prospective, observational, cross sectional study... The clinical trial received a positive opinion from the Bioethics Committee at the Medical University of Warsaw (Number of consent: AKBE/206/2020) and was registered on clinicaltrials.gov (Number: NCT04636736).",main_text,"The study is explicitly described as an observational, cross-sectional study with no randomization, blinding, or controlled treatment assignment. Per the stated note, ClinicalTrials.gov registration (NCT04636736) alone is insufficient to classify it as a clinical trial.",Kimi K3 QSP,,,
37973713,6,List,From which countries were the sequenced samples obtained?,"Ukraine, Poland",Poland,FN_wrong_value,"Poland, Ukraine, Belarus, Georgia, Kazakhstan",1,"The site of the recruitment of the cohorts were six clinical centers in Poland (two centers in Warsaw and one center in each city: Olsztyn, Lublin, Łódź and Rzeszów), all in the closest regions to the Polish–Ukrainian border.",main_text,"Although many participants were migrants originating from Ukraine, Belarus, Georgia, and Kazakhstan, all samples were collected at recruitment centers in Poland; per the rules, the country of sample collection is reported.",Kimi K3 QSP,,,
38005921,3,Boolean,Were sequences from the paper made publicly available?,Yes,No,FN_missed,Yes,1,Data Availability Statement: The web service is freely available at http://way2drug.com/hiv-host/hvr (accessed on 8 November 2023). The datasets used for building models for the web-service is provided in Supplementary Materials.,main_text,"No new sequences were generated in this study, and no GenBank/SRA/ENA deposition or accession numbers are reported. The supplementary datasets are re-shared copies of data derived from the Stanford HIV Drug Resistance Database, not newly deposited sequences.",Kimi K3 QSP,,,
38005921,9,List,Which HIV genes were reported to have been sequenced?,Not reported,"PR, RT",FP,"PR, RT",0,"Both multi-n-grams and k-mers were computed based on the amino acid sequences of HIV enzymes: reverse transcriptase and protease. ... String descriptors implemented in the MultiPASS 2021 software ... have been applied to the reverse transcriptase and protease sequences of 240 and 99 amino acid residues, respectively.",main_text,"The sequence data analyzed in the study cover HIV protease (PR, 99 aa) and reverse transcriptase (RT, 240 aa). Although integrase inhibitors are mentioned in passing in the dataset description, the actual datasets and models cover only PI (PR), NRTI and NNRTI (RT); no IN, CA, or Env sequences were analyzed.",Kimi K3 QSP,,,
38020274,10,List,What method was used for sequencing?,Not reported,Sanger sequencing,FP,No,1,Genotypic resistance testing (GRT) was carried out... using an in-house protocol as previously described by our working group (10)... The sequences obtained were assembled and edited using Recall CDC Atlanta GA USA software.,main_text,"The in-house protease-RT genotyping protocol referenced (Fokam et al., Arch Virol 2011) is a population-based Sanger sequencing assay, and the use of Recall (CDC) software for sequence editing indicates Sanger electropherogram base-calling.",Kimi K3 QSP,,,
38020274,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Tenofovir (TDF), zidovudine (AZT), lamivudine (3TC), abacavir (ABC), lopinavir/ritonavir (LPV/r), atazanavir/ritonavir (ATV/r), darunavir/ritonavir (DRV/r); nevirapine (NVP) and stavudine (d4T) noted as historically used regimens",FP,No,1,"For participants on 1st line RTI-based regimens, TDF showed 76.6% efficacy; AZT preserved 58.9% efficacy; ABC preserved 41.1% efficacy, and 3TC conserved 14.0% efficacy. All PI/r preserved high levels of efficacy, that is, 98.1% for LPV/r and ATV/r; and finally 96.3% for DRV/r... fixed dose combination of NRTIs (such as d4T, 3TC) and NNRTIs (such as NVP) were widely used during early ARV rollout in the Cameroonian HIV programme.",main_text,"The per-drug genotypic efficacy analysis reflects drugs in participants' current regimens: tenofovir (TDF), zidovudine (AZT), abacavir (ABC), lamivudine (3TC), lopinavir/r (LPV/r), atazanavir/r (ATV/r), and darunavir/r (DRV/r). Stavudine (d4T) and nevirapine (NVP) are cited as widely used historically in the program, implying prior exposure in this perinatally infected cohort.",Kimi K3 QSP,,,
38020274,5,Number,How many individuals had samples obtained for HIV sequencing?,311,Not reported,FN_missed,311,1,"Despite absence of statistical significance, decreasing rates (95% CI) of overall HIVDR of 54/56, 96.4% (87.5-99.6%); 88/96, 91.7% (84.2-96.3%); and 51/60, 85.0% (73.4-92.9%) from T1-T3 respectively were observed among participants in VF.",main_text,"Sequences were obtained from participants in virological failure at each time point (approximately 56 at enrolment, 96 at 6 months, and 60 at 12 months, based on genotyped samples). However, because this was a longitudinal cohort with repeated sampling of the same individuals, the number of unique individuals sequenced cannot be determined and is not reported.",Kimi K3 QSP,,,
38058846,11,List,What type of samples were sequenced?,Not reported,Plasma,FP,Plasma,0,"Throughout the pregnancy, she reported improved adherence ... Despite this, repeat VLs remained > 1000 copies/mm3. At 22 weeks' gestation, after 17 months on a DTG-based regimen, HIV drug resistance testing confirmed high-level DTG resistance. ... At 12 weeks post-partum, with a VL of 120 000 copies/mm3 (log 5.1) ... resistance testing confirmed high-level DTG resistance.",main_text,"The specimen type is not explicitly stated, but resistance testing was performed in all three women during virological failure with high plasma viral loads; per the stated rules, samples obtained at virological failure are considered plasma.",Kimi K3 QSP,,,
38140553,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,FP,No,1,"Despite these constraints, we posit that our analysis, encompassing 3178 sequences from HIV-infected patients both receiving ART and not on ART, serves as a crucial component of the molecular genetic monitoring of the HIV infection from 2011 to 2020.",main_text,"The 3178 sequenced samples included patients receiving ART (ART-experienced individuals), which per the question criteria qualifies as Yes, although the paper does not explicitly state that these patients were experiencing virological failure.",Kimi K3 QSP,,,
38140553,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,FP,No,1,"Despite these constraints, we posit that our analysis, encompassing 3178 sequences from HIV-infected patients both receiving ART and not on ART, serves as a crucial component of the molecular genetic monitoring of the HIV infection from 2011 to 2020.",main_text,"The study population included patients receiving ART in addition to those not on ART, so sequences were obtained from individuals with prior/current ARV exposure (note that the drug resistance substudy itself was restricted to 1494 patients not on ART).",Kimi K3 QSP,,,
