PMID,QID,question,evidence,rationale,answer
37823653,13,Were the patients in the study in a clinical trial?,The paper mentions that the study was registered at ClinicalTrials.gov under registration no. NCT01965470.,"The paper provides information on the registration of the study, which suggests that it was a clinical trial.",Yes
37823653,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper mentions that the majority of participants were receiving ART.,"The paper specifically mentions that the majority of participants were receiving ART, which suggests that they had previously received ARV drugs.",Yes
37823653,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that the majority of participants were receiving ART, which includes NRTIs, NNRTIs, and PIs.","The paper specifically mentions that the majority of participants were receiving ART, which includes multiple drug classes.","NRTIs, NNRTIs, PIs"
37823653,16,Which drugs were received by individuals in the study before sample sequencing?,,,Not reported
37872202,1,Does the paper report HIV sequences from patient samples?,"The paper states that genetic sequencing, genotypic resistance testing, Sanger sequencing, next-generation sequencing, or single-genome sequencing was performed on clinical samples such as plasma, serum, PBMCs, proviral DNA, or dried blood spots.","The paper mentions that the authors used various sequencing methods to analyze HIV-1 Envs from different clades, including CRF01_AE, and that these sequences were obtained from clinical samples.",Yes
37872202,2,Does the paper report in vitro drug susceptibility data?,"The paper states that phenotypic susceptibility testing, phenotypic resistance testing, or a drug susceptibility assay was performed, and reports IC50 values for temsavir.","The paper describes a viral neutralization assay to measure the susceptibility of HIV-1 Envs to temsavir, and reports IC50 values for the compound.",Yes
37872202,3,Were sequences from the paper made publicly available?,The paper provides GenBank accession numbers for the sequences generated in the study.,"The paper mentions that the sequences were deposited in the Protein Data Bank (PDB) and the Electron Microscopy Data Bank (EMDB) under the following accession codes: PDB: 8DOK, 8G6U, 8CZZ, and 8TTW and EMDB: EMD-27596, EMD-29783, EMD-27103, and EMD-41613.",Yes
37872202,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper provides GenBank accession numbers for the sequences generated in the study.,"The paper mentions that the sequences were deposited in the Protein Data Bank (PDB) and the Electron Microscopy Data Bank (EMDB) under the following accession codes: PDB: 8DOK, 8G6U, 8CZZ, and 8TTW and EMDB: EMD-27596, EMD-29783, EMD-27103, and EMD-41613.","PDB: 8DOK, 8G6U, 8CZZ, and 8TTW and EMDB: EMD-27596, EMD-29783, EMD-27103, and EMD-41613"
37872202,5,How many individuals had samples obtained for HIV sequencing?,The paper does not provide information on the number of individuals whose samples were sequenced.,The paper does not mention the number of individuals whose samples were used to generate the sequences.,Not reported
37872202,6,From which countries were the sequenced samples obtained?,The paper does not provide information on the countries where the samples were collected.,The paper does not mention the countries where the samples were collected.,Not reported
37872202,7,From what years were the sequenced samples obtained?,The paper does not provide information on the years when the samples were collected.,The paper does not mention the years when the samples were collected.,Not reported
37872202,8,Were samples cloned prior to sequencing?,The paper does not provide information on whether the samples were cloned prior to sequencing.,The paper does not mention the cloning method used.,Not reported
37872202,9,Which HIV genes were reported to have been sequenced?,The paper mentions that the authors sequenced the HIV-1 Env gene.,"The paper describes the sequencing of the HIV-1 Env gene from different clades, including CRF01_AE.",Env
37872202,10,What method was used for sequencing?,The paper mentions that the authors used Sanger sequencing and next-generation sequencing.,The paper describes the use of Sanger sequencing and next-generation sequencing to analyze the HIV-1 Env sequences.,Sanger sequencing and next-generation sequencing
37872202,11,What type of samples were sequenced?,"The paper mentions that the authors sequenced plasma, serum, PBMCs, proviral DNA, or dried blood spots.",The paper describes the use of different types of clinical samples to generate the HIV-1 Env sequences.,"Plasma, serum, PBMCs, proviral DNA, or dried blood spots"
37872202,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not provide information on whether the sequences were obtained from individuals with virological failure on a treatment regimen.,The paper does not mention the treatment history of the individuals whose samples were used to generate the sequences.,Not reported
37872202,13,Were the patients in the study in a clinical trial?,The paper does not provide information on whether the patients were in a clinical trial.,The paper does not mention the study design or the participation of patients in a clinical trial.,Not reported
37872202,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper mentions that the authors used HIV-1 Envs from individuals who had previously received ARV drugs.,The paper describes the use of HIV-1 Envs from individuals who had previously received ARV drugs to analyze the susceptibility of HIV-1 to temsavir.,Yes
37872202,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that the authors used HIV-1 Envs from individuals who had previously received ARV drugs, including temsavir.",The paper describes the use of HIV-1 Envs from individuals who had previously received ARV drugs to analyze the susceptibility of HIV-1 to temsavir.,Attachment inhibitors
37872202,16,Which drugs were received by individuals in the study before sample sequencing?,The paper mentions that the authors used HIV-1 Envs from individuals who had previously received temsavir.,The paper describes the use of HIV-1 Envs from individuals who had previously received temsavir to analyze the susceptibility of HIV-1 to temsavir.,Temsavir
37878637,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""sequencing of protease and reverse transcriptase regions was performed for participants experiencing virological failure, VF, (Plasma viral load, PVL ≥ 1000 RNA copies/ml)"". Additionally, the paper mentions that ""HIV-1 RNA extraction was performed from 1000 μL of plasma aliquots"" and ""PCR products were sequenced using the Applied Biosystems 3500 genetic analyzer"".","The paper explicitly mentions that sequencing was performed on clinical samples from participants experiencing virological failure, which indicates that the study generated new HIV nucleotide or amino-acid sequences directly from clinical samples obtained from individuals with HIV.",Yes
37878637,2,Does the paper report in vitro drug susceptibility data?,The paper does not explicitly mention in vitro drug susceptibility data or phenotypic susceptibility testing.,"The paper focuses on the genetic diversity of HIV-1 and its effect on immuno-virological outcomes among adolescents failing antiretroviral therapy, but it does not report in vitro drug susceptibility data.",No
37878637,3,Were sequences from the paper made publicly available?,"The paper states that ""data management was under strict confidentiality by using unique identifiers, and access to data was password protected"" and ""Laboratory results of viremia, CD4 cell count, and GRT were freely delivered to each participant for their clinical benefits"". However, it does not mention that the sequences were deposited in public repositories such as GenBank.",The paper does not provide GenBank accession numbers or state that the sequences were submitted to GenBank or another public database.,No
37878637,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,The paper does not mention GenBank accession numbers or provide any information about the sequences being deposited in GenBank.,Not reported
37878637,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""Of these, 141 participants with PVL ≥ 1000 RNA copies/mL, and whose samples were successfully sequenced were included in the current assessment"".",The paper explicitly mentions that 141 participants had their samples successfully sequenced.,141
37878637,6,From which countries were the sequenced samples obtained?,The paper does not provide information about the countries where the samples were collected.,The paper does not mention the countries where the samples were collected.,Not reported
37878637,7,From what years were the sequenced samples obtained?,"The paper states that ""A cohort study was conducted from 2018--2020 among 311 adolescents living with perinatally acquired HIV (APHI) receiving antiretroviral therapy (ART) in Cameroon"".",The paper explicitly mentions that the study was conducted from 2018 to 2020.,2018-2020
37878637,8,Were samples cloned prior to sequencing?,The paper does not explicitly mention cloning prior to sequencing.,"The paper focuses on the genetic diversity of HIV-1 and its effect on immuno-virological outcomes among adolescents failing antiretroviral therapy, but it does not mention cloning prior to sequencing.",Not reported
37878637,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""Eight in-house primers (B, F, SEQ1, SEQ2, SEQ3, SEQ4, SEQ5, TAK3) that completely covered the protease and reverse-transcriptase regions in the pol gene fragment (∼1600 base pairs) were used for sequencing"".",The paper explicitly mentions that the protease and reverse transcriptase regions were sequenced.,"PR, RT"
37878637,10,What method was used for sequencing?,"The paper states that ""PCR products were sequenced using the Applied Biosystems 3500 genetic analyzer"".",The paper explicitly mentions that the Applied Biosystems 3500 genetic analyzer was used for sequencing.,Sanger sequencing
37878637,11,What type of samples were sequenced?,"The paper states that ""From these, a whole blood aliquot (for CD4 enumeration) was gotten. Moreover, plasma aliquots (for PVL and HIV genotypic resistance testing, GRT) were obtained after centrifugation at 1600 rpm for 10 minutes and stored at −80°C for further analyses"".",The paper explicitly mentions that whole blood and plasma aliquots were used for sequencing.,"Plasma, Whole blood"
37878637,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""Of these, 141 participants with PVL ≥ 1000 RNA copies/mL, and whose samples were successfully sequenced were included in the current assessment"".",The paper explicitly mentions that the participants were experiencing virological failure.,Yes
37878637,13,Were the patients in the study in a clinical trial?,The paper does not explicitly mention that the study was a clinical trial.,"The paper does not mention randomization, double-blind, placebo-controlled, open-label, controlled, or multicenter study design.",No
37878637,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""Participants were recruited following consecutive, and exhaustive sampling. Follow-up was performed at enrollment (T1), at 6 months (T2), and at 12 months (T3)"". Additionally, the paper mentions that ""The majority (89.1%, 77.1%, 66.7) of the participants were on first-line treatment"".",The paper explicitly mentions that the participants were on antiretroviral therapy (ART) and had previously received ARV drugs.,Yes
37878637,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""The majority (89.1%, 77.1%, 66.7) of the participants were on first-line treatment"".","The paper explicitly mentions that the participants were on first-line treatment, which includes reverse transcriptase inhibitor (RTI)-based regimens.","NRTIs, NNRTIs"
37878637,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""The majority (89.1%, 77.1%, 66.7) of the participants were on first-line treatment"".","The paper explicitly mentions that the participants were on first-line treatment, which includes reverse transcriptase inhibitor (RTI)-based regimens.","TDF, 3TC, EFV"
37880705,1,Does the paper report HIV sequences from patient samples?,The paper states that HIV-1 pol sequences from studies conducted between 2003 and 2018 among ART-naïve Ethiopian individuals were retrieved from GenBank and analyzed for the presence of PDR mutations.,"The paper mentions that the sequences were retrieved from GenBank, which implies that they were generated from clinical samples. Additionally, the paper states that the sequences were analyzed for PDR mutations, which suggests that they were obtained from patient samples.",Yes
37880705,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention any in vitro drug susceptibility data.,"The paper focuses on the analysis of HIV-1 pol sequences and PDR mutations, but it does not report any in vitro drug susceptibility data.",No
37880705,3,Were sequences from the paper made publicly available?,The paper states that the sequences were retrieved from GenBank.,"The paper mentions that the sequences were retrieved from GenBank, which implies that they were made publicly available.",Yes
37880705,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide specific GenBank accession numbers for the sequenced HIV isolates.,"The paper mentions that the sequences were retrieved from GenBank, but it does not provide the specific accession numbers.",Not reported
37880705,5,How many individuals had samples obtained for HIV sequencing?,The paper states that 1070 HIV-1 pol sequences were analyzed.,"The paper mentions that the sequences were retrieved from GenBank and analyzed for PDR mutations, which implies that they were obtained from 1070 individuals.",1070
37880705,6,From which countries were the sequenced samples obtained?,The paper states that the sequences were obtained from ART-naïve Ethiopian individuals.,"The paper mentions that the sequences were obtained from Ethiopian individuals, which implies that the samples were obtained from Ethiopia.",Ethiopia
37880705,7,From what years were the sequenced samples obtained?,The paper states that the sequences were obtained between 2003 and 2018.,"The paper mentions that the sequences were obtained between 2003 and 2018, which implies that the samples were obtained over this time period.",2003-2018
37880705,8,Were samples cloned prior to sequencing?,The paper does not mention any cloning of samples prior to sequencing.,"The paper focuses on the analysis of HIV-1 pol sequences and PDR mutations, but it does not mention any cloning of samples prior to sequencing.",Not reported
37880705,9,Which HIV genes were reported to have been sequenced?,The paper states that the sequences were HIV-1 pol sequences.,"The paper mentions that the sequences were HIV-1 pol sequences, which implies that the Pol gene was sequenced.",Pol
37880705,10,What method was used for sequencing?,The paper does not mention any specific sequencing method.,"The paper focuses on the analysis of HIV-1 pol sequences and PDR mutations, but it does not mention any specific sequencing method.",Not reported
37880705,11,What type of samples were sequenced?,The paper does not mention any specific type of sample.,"The paper focuses on the analysis of HIV-1 pol sequences and PDR mutations, but it does not mention any specific type of sample.",Not reported
37880705,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper states that the sequences were obtained from ART-naïve individuals.,"The paper mentions that the sequences were obtained from ART-naïve individuals, which implies that they were not obtained from individuals with virological failure on a treatment regimen.",No
37880705,13,Were the patients in the study in a clinical trial?,The paper does not mention any clinical trial.,"The paper focuses on the analysis of HIV-1 pol sequences and PDR mutations, but it does not mention any clinical trial.",No
37880705,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper states that the sequences were obtained from ART-naïve individuals.,"The paper mentions that the sequences were obtained from ART-naïve individuals, which implies that they were not obtained from individuals who had previously received ARV drugs.",No
37880705,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not mention any specific drug classes.,"The paper focuses on the analysis of HIV-1 pol sequences and PDR mutations, but it does not mention any specific drug classes.",None
37880705,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not mention any specific drugs.,"The paper focuses on the analysis of HIV-1 pol sequences and PDR mutations, but it does not mention any specific drugs.",None
37896785,1,Does the paper report HIV sequences from patient samples?,"The study material was blood plasma samples collected in 2021 from 61 pregnant women in need of PMTCT in Ho Chi Minh City with a viral load above 500 copies per ml of blood plasma. The blood plasma after taking the material from women was sampled, and then sent to the Pasteur Institute in Ho Chi Minh City, where it was frozen at −70 °C. After the sampling was completed, the frozen plasma was transported to St. Petersburg, where molecular biological studies were carried out.","The paper mentions that blood plasma samples were collected from pregnant women, which indicates that the study involved patient samples. The samples were then analyzed using molecular biological methods, including Sanger sequencing.",Yes
37896785,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention any in vitro drug susceptibility data.,"The paper focuses on the analysis of HIV sequences and drug resistance mutations, but it does not report any in vitro drug susceptibility data.",No
37896785,3,Were sequences from the paper made publicly available?,The nucleotide sequences of 61 HIV-1 samples were obtained and deposited in GenBank (numbers OQ215322-OQ215382).,"The paper mentions that the HIV sequences were deposited in GenBank, which indicates that they were made publicly available.",Yes
37896785,4,What were the GenBank accession numbers for sequenced HIV isolates?,The nucleotide sequences of 61 HIV-1 samples were obtained and deposited in GenBank (numbers OQ215322-OQ215382).,The paper provides the GenBank accession numbers for the sequenced HIV isolates.,OQ215322-OQ215382
37896785,5,How many individuals had samples obtained for HIV sequencing?,The study material was blood plasma samples collected in 2021 from 61 pregnant women in need of PMTCT in Ho Chi Minh City with a viral load above 500 copies per ml of blood plasma.,The paper mentions that 61 pregnant women had their blood plasma samples collected for HIV sequencing.,61
37896785,6,From which countries were the sequenced samples obtained?,"The study material was blood plasma samples collected in 2021 from 61 pregnant women in need of PMTCT in Ho Chi Minh City, South Vietnam.","The paper mentions that the samples were collected from pregnant women in Ho Chi Minh City, South Vietnam.",Vietnam
37896785,7,From what years were the sequenced samples obtained?,The study material was blood plasma samples collected in 2021 from 61 pregnant women in need of PMTCT in Ho Chi Minh City with a viral load above 500 copies per ml of blood plasma.,The paper mentions that the samples were collected in 2021.,2021
37896785,8,Were samples cloned prior to sequencing?,The paper does not mention any cloning of samples prior to sequencing.,"The paper mentions that Sanger sequencing was performed on the blood plasma samples, but it does not mention any cloning of samples.",No
37896785,9,Which HIV genes were reported to have been sequenced?,HIV-1 genotyping was performed based on analysis of the nucleotide sequences of the 1285 nt *pol* gene region encoding the protease (PR) and part of the reverse transcriptase (RT) in the 2085--3369 nt region.,"The paper mentions that the *pol* gene region was sequenced, which includes the protease (PR) and reverse transcriptase (RT) genes.","PR, RT"
37896785,10,What method was used for sequencing?,"Sequencing reaction products were analyzed using an ABI Prism 3500 genetic analyzer (Applied Biosystems, Waltham, MA, USA).",The paper mentions that Sanger sequencing was performed using an ABI Prism 3500 genetic analyzer.,Sanger sequencing
37896785,11,What type of samples were sequenced?,The study material was blood plasma samples collected in 2021 from 61 pregnant women in need of PMTCT in Ho Chi Minh City with a viral load above 500 copies per ml of blood plasma.,The paper mentions that blood plasma samples were collected and sequenced.,Plasma
37896785,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The study included 31 women who showed virological failure of ART.,"The paper mentions that 31 women had virological failure of ART, which indicates that sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
37896785,13,Were the patients in the study in a clinical trial?,The paper does not mention any clinical trial.,"The paper does not mention any clinical trial, and it appears to be an observational study.",No
37896785,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The study included 31 women who showed virological failure of ART.,"The paper mentions that 31 women had virological failure of ART, which indicates that they had previously received ARV drugs.",Yes
37896785,15,Which drug classes were received by individuals in the study before sample sequencing?,"The study included 31 women who showed virological failure of ART, which indicates that they had previously received ART.","The paper mentions that the women had virological failure of ART, which indicates that they had previously received ART.","NRTIs, NNRTIs, PIs"
37896785,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not mention any specific drugs received by the individuals.,"The paper mentions that the women had virological failure of ART, but it does not mention any specific drugs received.",Not reported
37896860,1,Does the paper report HIV sequences from patient samples?,"The study enrolled 704 children in the study with a median age 9 years (interquartile range (IQR) 7, 12); 344 (49%) were female, and the median time on ART was 5 years (IQR 3, 8). Whole blood was collected from study participants for POC VL testing and separated into plasma for testing using a GeneXpert system (Cepheid, Nairobi, Kenya) on site at study facilities or via daily transport to a facility less than 2 km away.",The paper mentions that whole blood was collected from study participants for POC VL testing and separated into plasma for testing using a GeneXpert system. This indicates that the study generated new HIV nucleotide or amino-acid sequences directly from clinical samples obtained from individuals with HIV.,Yes
37896860,2,Does the paper report in vitro drug susceptibility data?,"The study performed HIV DR testing on plasma samples using Sanger sequencing with Applied Biosystems 3130xl Genetic Analyzers (ThermoFisher Scientific, Nairobi, Kenya) at the KEMRI-CDC HIV Research and Sanger 3730xl at the Kenya National HIV Reference Laboratories.","The paper mentions that HIV DR testing was performed on plasma samples using Sanger sequencing, which is a method for quantifying HIV in vitro susceptibility to ARV drugs.",Yes
37896860,3,Were sequences from the paper made publicly available?,The paper does not provide GenBank accession numbers or state that sequences have been submitted to GenBank or another public database.,"The paper does not mention making the sequences publicly available, and no GenBank accession numbers are provided.",No
37896860,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,The paper does not mention GenBank accession numbers for sequenced HIV isolates.,Not reported
37896860,5,How many individuals had samples obtained for HIV sequencing?,The study enrolled 704 children in the study.,"The paper mentions that 704 children were enrolled in the study, which implies that samples were obtained from these individuals for HIV sequencing.",704
37896860,6,From which countries were the sequenced samples obtained?,"The study was conducted in Kenya, and the participants were enrolled from five facilities in Kisumu County, Kenya.","The paper mentions that the study was conducted in Kenya and that the participants were enrolled from five facilities in Kisumu County, Kenya.",Kenya
37896860,7,From what years were the sequenced samples obtained?,The study was conducted from March 2019 to December 2020.,The paper mentions that the study was conducted from March 2019 to December 2020.,2019-2020
37896860,8,Were samples cloned prior to sequencing?,"The paper mentions that HIV DR testing was performed on plasma samples using Sanger sequencing, which typically involves direct PCR or population-based sequencing.",The paper does not mention cloning the samples prior to sequencing.,No
37896860,9,Which HIV genes were reported to have been sequenced?,"The paper mentions that HIV DR testing was performed on plasma samples using Sanger sequencing, which typically involves sequencing the reverse transcriptase (RT) and protease (PR) genes.","The paper does not explicitly mention sequencing other HIV genes, but the context suggests that the RT and PR genes were sequenced.","RT, PR"
37896860,10,What method was used for sequencing?,"The paper mentions that HIV DR testing was performed on plasma samples using Sanger sequencing with Applied Biosystems 3130xl Genetic Analyzers (ThermoFisher Scientific, Nairobi, Kenya) at the KEMRI-CDC HIV Research and Sanger 3730xl at the Kenya National HIV Reference Laboratories.",The paper explicitly mentions Sanger sequencing as the method used for sequencing.,Sanger sequencing
37896860,11,What type of samples were sequenced?,The paper mentions that whole blood was collected from study participants for POC VL testing and separated into plasma for testing using a GeneXpert system.,The paper explicitly mentions that plasma samples were used for sequencing.,Plasma
37896860,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper mentions that the study enrolled children who were on ART and had virologic failure.,The paper explicitly mentions that the study enrolled children who were on ART and had virologic failure.,Yes
37896860,13,Were the patients in the study in a clinical trial?,The paper mentions that the study was a randomized controlled trial (RCT) with two arms: a control group and an intervention group.,The paper explicitly mentions that the study was an RCT.,Yes
37896860,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper mentions that the study enrolled children who were on ART and had virologic failure.,The paper explicitly mentions that the study enrolled children who were on ART and had virologic failure.,Yes
37896860,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper mentions that the first-line ART regimens in Kenya during the study period for children included lamivudine with either abacavir (preferred) or zidovudine (alternative) and lopinavir/ritonavir for those less than three years of age and lamivudine with either abacavir (preferred) or zidovudine (alternative) and efavirenz for those three years of age and older.,The paper explicitly mentions the ART regimens used in the study.,"NRTIs, NNRTIs, PIs"
37896860,16,Which drugs were received by individuals in the study before sample sequencing?,The paper mentions that the first-line ART regimens in Kenya during the study period for children included lamivudine with either abacavir (preferred) or zidovudine (alternative) and lopinavir/ritonavir for those less than three years of age and lamivudine with either abacavir (preferred) or zidovudine (alternative) and efavirenz for those three years of age and older.,The paper explicitly mentions the ART regimens used in the study.,"Abacavir, zidovudine, lamivudine, lopinavir/ritonavir, efavirenz"
37910452,1,Does the paper report HIV sequences from patient samples?,The paper does not mention HIV sequences or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,No
37910452,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention in vitro drug susceptibility testing or phenotypic susceptibility testing.,The paper is focused on adherence to antiretroviral therapy and does not report any data on in vitro drug susceptibility.,No
37910452,3,Were sequences from the paper made publicly available?,The paper does not mention GenBank accession numbers or deposition of sequences in public repositories.,"The paper is a systematic review and meta-analysis, and it does not report any original research on HIV sequences.",Not reported
37910452,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention GenBank accession numbers.,"The paper is a systematic review and meta-analysis, and it does not report any original research on HIV sequences.",Not reported
37910452,5,How many individuals had samples obtained for HIV sequencing?,The paper does not mention HIV sequencing or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,0
37910452,6,From which countries were the sequenced samples obtained?,The paper does not mention HIV sequencing or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,Not applicable
37910452,7,From what years were the sequenced samples obtained?,The paper does not mention HIV sequencing or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,Not applicable
37910452,8,Were samples cloned prior to sequencing?,The paper does not mention cloning or sequencing of HIV samples.,"The paper is a systematic review and meta-analysis, and it does not report any original research on HIV sequences.",Not reported
37910452,9,Which HIV genes were reported to have been sequenced?,The paper does not mention HIV sequencing or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,Not reported
37910452,10,What method was used for sequencing?,The paper does not mention sequencing or genotypic resistance testing.,"The paper is a systematic review and meta-analysis, and it does not report any original research on HIV sequences.",Not reported
37910452,11,What type of samples were sequenced?,The paper does not mention sequencing or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,Not reported
37910452,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not mention HIV sequencing or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,Not applicable
37910452,13,Were the patients in the study in a clinical trial?,The paper does not mention clinical trials or randomization.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on clinical trials.,No
37910452,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not mention HIV sequencing or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,No
37910452,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not mention HIV sequencing or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,None
37910452,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not mention HIV sequencing or genotypic resistance testing.,The paper is a systematic review and meta-analysis of adherence to antiretroviral therapy among HIV patients in Ghana. It does not report any original research on HIV sequences or genotypic resistance testing.,None
37914679,1,Does the paper report HIV sequences from patient samples?,"The study enrolled HIV-1 ART-naïve patients attending the Second Hospital of Nanjing during January 1, 2018 to December 31, 2020, with drug-sensitive results from traditional pre-existing drug resistance test, were enrolled in this study. They received ART and were followed up for 12 months, with viral load monitoring at 1 month, 3 months, 6 months, 9 months, and 12 months of treatment.","The paper mentions that the study enrolled HIV-1 ART-naïve patients and that they received ART and were followed up for 12 months, which suggests that the study generated new HIV nucleotide or amino-acid sequences directly from clinical samples obtained from individuals with HIV ART-naïve.",Yes
37914679,2,Does the paper report in vitro drug susceptibility data?,"The study compared viral load levels at 48 weeks post-treatment in two groups of patients with and without low-frequency resistance, with viral load data from patients who switched therapy after changing their original antiviral regimen no longer included in the analysis.","The paper does not mention any in vitro drug susceptibility data, such as IC₅₀, EC₅₀, EC₉₀, or fold change in susceptibility.",No
37914679,3,Were sequences from the paper made publicly available?,There is no mention of GenBank accession numbers or deposition statements in the paper.,The paper does not provide any information about making the sequences publicly available.,No
37914679,4,What were the GenBank accession numbers for sequenced HIV isolates?,There is no mention of GenBank accession numbers in the paper.,The paper does not provide any GenBank accession numbers for sequenced HIV isolates.,Not reported
37914679,5,How many individuals had samples obtained for HIV sequencing?,The study enrolled 76 HIV-1 ART-naïve patients.,"The paper mentions that the study enrolled 76 HIV-1 ART-naïve patients, which suggests that 76 individuals had samples obtained for HIV sequencing.",76
37914679,6,From which countries were the sequenced samples obtained?,"The study was conducted at the Second Hospital of Nanjing, which is located in China.","The paper does not provide any information about the countries where the samples were collected, but it mentions that the study was conducted at the Second Hospital of Nanjing, which is located in China.",China
37914679,7,From what years were the sequenced samples obtained?,"The study enrolled HIV-1 ART-naïve patients attending the Second Hospital of Nanjing during January 1, 2018 to December 31, 2020.","The paper mentions that the study enrolled patients during the period of January 1, 2018 to December 31, 2020, which suggests that the sequenced samples were obtained during this period.",2018-2020
37914679,8,Were samples cloned prior to sequencing?,"The study used the MiSeq second-generation sequencing platform, which adopts double-end sequencing for sequencing viral and bacterial genomes.","The paper mentions that the study used the MiSeq second-generation sequencing platform, which suggests that the samples were not cloned prior to sequencing.",No
37914679,9,Which HIV genes were reported to have been sequenced?,The study detected pre-existing low-frequency drug resistance mutations in HIV-1-infected patients using the MiSeq second-generation sequencing platform.,"The paper mentions that the study detected pre-existing low-frequency drug resistance mutations in HIV-1-infected patients, which suggests that the study sequenced the HIV-1 genome.",Pol
37914679,10,What method was used for sequencing?,The study used the MiSeq second-generation sequencing platform.,"The paper mentions that the study used the MiSeq second-generation sequencing platform, which suggests that the study used next-generation sequencing (NGS).",NGS
37914679,11,What type of samples were sequenced?,The study enrolled HIV-1 ART-naïve patients and collected plasma samples from them.,"The paper mentions that the study enrolled HIV-1 ART-naïve patients and collected plasma samples from them, which suggests that the study sequenced plasma samples.",Plasma
37914679,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The study enrolled HIV-1 ART-naïve patients and followed them up for 12 months, with viral load monitoring at 1 month, 3 months, 6 months, 9 months, and 12 months of treatment.","The paper mentions that the study enrolled HIV-1 ART-naïve patients and followed them up for 12 months, which suggests that the study did not obtain sequences from individuals with virological failure on a treatment regimen.",No
37914679,13,Were the patients in the study in a clinical trial?,The study was a retrospective study.,"The paper mentions that the study was a retrospective study, which suggests that the study was not a clinical trial.",No
37914679,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The study enrolled HIV-1 ART-naïve patients.,"The paper mentions that the study enrolled HIV-1 ART-naïve patients, which suggests that the study did not report HIV sequences from individuals who had previously received ARV drugs.",No
