pmid,qid,question,chunk_ids,sections,scores
41056006,15,Which drug classes were received by individuals in the study before sample sequencing?,6|16|17|14|1,METHODS > Procedures > Statistical Analysis|DISCUSSION|DISCUSSION|RESULTS > Safety > Resistance|Abstract,7.6785|5.7281|5.1844|4.9967|4.2894
41056006,16,Which drugs were received by individuals in the study before sample sequencing?,17|6|16|18|14,DISCUSSION|METHODS > Procedures > Statistical Analysis|DISCUSSION|DISCUSSION|RESULTS > Safety > Resistance,6.9941|6.8527|5.1053|4.5952|4.1764
41056006,2,Does the paper report in vitro drug susceptibility data?,6|17|21|2|16,METHODS > Procedures > Statistical Analysis|DISCUSSION|DISCUSSION > Data availability statement|Abstract|DISCUSSION,2.5116|2.4765|2.4346|2.3295|2.2396
41056006,3,What were the GenBank accession numbers for sequenced HIV isolates?,21|19|20|6|13,DISCUSSION > Data availability statement|DISCUSSION|DISCUSSION|METHODS > Procedures > Statistical Analysis|RESULTS > Safety,4.0106|3.7930|3.6742|1.5562|1.3593
41056006,4,What were the GenBank accession numbers for sequenced HIV isolates?,21|19|20|6|13,DISCUSSION > Data availability statement|DISCUSSION|DISCUSSION|METHODS > Procedures > Statistical Analysis|RESULTS > Safety,4.0106|3.7930|3.6742|1.5562|1.3593
41056006,5,From which countries were the sequenced samples obtained?,14|16|15|6|8,RESULTS > Safety > Resistance|DISCUSSION|DISCUSSION|METHODS > Procedures > Statistical Analysis|RESULTS > Efficacy,3.7579|3.7114|3.1467|2.7910|2.6866
41056006,6,From which countries were the sequenced samples obtained?,14|16|15|6|8,RESULTS > Safety > Resistance|DISCUSSION|DISCUSSION|METHODS > Procedures > Statistical Analysis|RESULTS > Efficacy,3.7579|3.7114|3.1467|2.7910|2.6866
41056006,7,From what years were the sequenced samples obtained?,3|14|5|4|22,METHODS > Study Design and Population|RESULTS > Safety > Resistance|METHODS > Procedures > Endpoints and Assessments|METHODS > Procedures|DISCUSSION > Data availability statement,4.5769|3.7579|1.5413|1.4962|1.4813
41056006,8,Were samples cloned prior to sequencing?,14|20|22|16|12,RESULTS > Safety > Resistance|DISCUSSION|DISCUSSION > Data availability statement|DISCUSSION|RESULTS > Safety,5.1201|3.0679|2.6028|0.9020|0.8675
41056006,9,Which HIV genes were reported to have been sequenced?,3|4|6|14|19,METHODS > Study Design and Population|METHODS > Procedures|METHODS > Procedures > Statistical Analysis|RESULTS > Safety > Resistance|DISCUSSION,6.7760|5.5411|5.3243|5.0067|4.6436
41057785,1,Does the paper report HIV sequences from patient samples?,6|25|24|4|1,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study design|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract,7.6220|5.4963|3.8948|3.1068|2.8782
41057785,10,What method was used for sequencing?,10|24|30|2|1,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Conclusion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract,4.1573|3.0969|2.4703|2.3508|2.1397
41057785,11,What type of samples were sequenced?,24|13|11|5|27,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results > Prevalence of drug resistance mutations across ART regimen drug classes > Prevalence of specific mutations in four different ART classes|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion,1.1107|1.1093|1.0924|1.0881|1.0350
41057785,12,How many individuals had samples obtained for HIV sequencing?,15|26|27|28|5,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results > Survival estimates for drug resistance mutations across ART regimen drug classes|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population,5.5636|5.1532|5.1292|4.1826|4.1750
41057785,13,Were the patients in the study in a clinical trial?,24|28|29|5|27,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion,6.5919|6.5049|6.4267|4.8076|4.4640
41057785,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,25|24|27|5|28,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion,6.8017|6.5183|6.0051|5.2728|5.2575
41057785,15,Which drug classes were received by individuals in the study before sample sequencing?,23|28|22|26|13,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results > Prevalence of drug resistance mutations across ART regimen drug classes > Prevalence of specific mutations in four different ART classes,7.5219|7.3813|7.3451|7.3362|6.4474
41057785,16,Which drugs were received by individuals in the study before sample sequencing?,26|28|23|24|29,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations,7.3901|7.3813|6.7901|6.7368|6.3120
41057785,2,Does the paper report in vitro drug susceptibility data?,25|22|23|1|6,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management,4.6760|4.4255|4.4041|4.1391|3.9977
41057785,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|29|27|17|1,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract,3.2811|2.8508|2.6907|2.6834|2.5460
41057785,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|29|27|17|1,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract,3.2811|2.8508|2.6907|2.6834|2.5460
41057785,5,From which countries were the sequenced samples obtained?,24|17|25|29|28,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion,5.9361|4.8534|4.6072|4.2764|3.3529
41057785,6,From which countries were the sequenced samples obtained?,24|17|25|29|28,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion,5.9361|4.8534|4.6072|4.2764|3.3529
41057785,7,From what years were the sequenced samples obtained?,2|6|11|5|27,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Results|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Study site and population|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion,3.0219|2.8458|2.5804|2.5085|2.4010
41057785,8,Were samples cloned prior to sequencing?,26|1|6|24|29,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Abstract|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data collection and management|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations,4.0025|1.4805|1.4752|1.3685|1.3604
41057785,9,Which HIV genes were reported to have been sequenced?,17|28|10|26|29,Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Methods and materials > Data analysis|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion|Prevalence of drug resistance mutations and their association with time to virological failure in people living with HIV in Uganda > Discussion > Limitations,8.7112|7.5567|5.9778|5.5260|4.6828
41088231,1,Does the paper report HIV sequences from patient samples?,24|7|21|13|20,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Conclusions|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > The source of the parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",4.4248|4.3421|3.2075|3.1312|2.9696
41088231,10,What method was used for sequencing?,5|8|23|7|1,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Drug resistance and genotypic co-receptor analysis|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract",7.4617|3.9201|3.3341|3.2812|2.9049
41088231,11,What type of samples were sequenced?,1|23|7|12|5,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > The source of the parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly",5.0481|4.4259|3.2107|2.3405|2.2313
41088231,12,How many individuals had samples obtained for HIV sequencing?,5|4|7|22|17,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Source of the specimen|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",5.4078|4.6010|4.5499|4.4286|3.6292
41088231,13,Were the patients in the study in a clinical trial?,24|17|18|20|19,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Conclusions|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",7.2786|5.5499|5.2050|3.6108|2.9618
41088231,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,4|14|24|5|21,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Source of the specimen|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Prediction of drug resistance mutations and tropism|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Conclusions|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",7.8349|6.0474|4.4248|4.3136|3.6565
41088231,15,Which drug classes were received by individuals in the study before sample sequencing?,5|18|17|23|4,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Source of the specimen",7.5159|6.5922|6.5020|5.8467|4.5489
41088231,16,Which drugs were received by individuals in the study before sample sequencing?,14|5|18|17|23,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Prediction of drug resistance mutations and tropism|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",7.7500|7.5159|6.5922|6.5020|4.2992
41088231,2,Does the paper report in vitro drug susceptibility data?,1|2|24|17|16,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Conclusions|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",4.3840|3.8448|3.7135|2.4190|2.2434
41088231,3,What were the GenBank accession numbers for sequenced HIV isolates?,9|11|5|23|1,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Common characteristics and phylogenetic analysis of the NFLG sequence|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Recombinant breakpoint and subregion phylogenetic analysis|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract",7.1953|3.4097|3.4064|3.1800|3.1223
41088231,4,What were the GenBank accession numbers for sequenced HIV isolates?,9|11|5|23|1,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Common characteristics and phylogenetic analysis of the NFLG sequence|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Recombinant breakpoint and subregion phylogenetic analysis|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract",7.1953|3.4097|3.4064|3.1800|3.1223
41088231,5,From which countries were the sequenced samples obtained?,7|22|5|19|20,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",4.8597|4.6121|3.9527|3.2400|2.8811
41088231,6,From which countries were the sequenced samples obtained?,7|22|5|19|20,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",4.8597|4.6121|3.9527|3.2400|2.8811
41088231,7,From what years were the sequenced samples obtained?,7|2|23|5|20,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",4.8597|4.8101|4.3473|3.9527|2.8811
41088231,8,Were samples cloned prior to sequencing?,7|5|23|12|20,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Analysis of the source of parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Nucleic acid extraction, amplification, sequencing, and sequence assembly|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > The source of the parental strains|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",6.3408|3.7953|2.2564|0.9053|0.9002
41088231,9,Which HIV genes were reported to have been sequenced?,4|11|14|21|15,"Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Abstract > Methods > Source of the specimen|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Recombinant breakpoint and subregion phylogenetic analysis|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Results > Prediction of drug resistance mutations and tropism|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion|Molecular characterization of a unique Recombinant form of HIV-1 subtype F2/ CRF02_AG identified in Guangdong, China > Discussion",5.2423|4.5257|4.3958|4.3309|3.4763
41091504,1,Does the paper report HIV sequences from patient samples?,2|34|33|1|36,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION,10.7151|3.9603|3.6882|3.2860|3.2508
41091504,10,What method was used for sequencing?,22|44|4|42|17,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS,4.7478|4.2294|3.7341|3.2750|3.2149
41091504,11,What type of samples were sequenced?,13|2|39|11|23,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION,3.8662|3.5069|2.8049|1.2053|1.1153
41091504,12,How many individuals had samples obtained for HIV sequencing?,2|1|14|4|22,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION,6.3744|3.0191|2.4743|2.4738|2.4627
41091504,13,Were the patients in the study in a clinical trial?,44|5|6|36|2,Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 4. CONCLUSIONS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 2. COMPUTATIONAL METHODS|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning > 3. RESULTS AND DISCUSSION|Predicting the Impact of Drug Resistance Mutations on Inhibitor Potency with Molecular Dynamics and Machine Learning,6.9462|4.3071|4.2698|4.1219|4.0551
